"../Data/Cs137 channel 0, 1000 events, cuts False"
L [ch],S[ch],T (trigger) [us],baseline,pulse height [bits]
2864.8000000000175,0.77576096062552,88343.96,15576.92,358.9200000000001
1547.5999999998603,0.796426725252058,88618.504,15575.39,191.38999999999942
2426.0000000001746,0.8428998351194912,88753.08,15575.575,297.5750000000007
3040.0,0.8821957236842105,89806.056,15575.375,471.375
3589.6000000002095,0.7825871963449619,90591.56,15576.915,521.9150000000009
966.7999999999302,0.9549803475383261,90626.344,15575.695,143.6949999999997
2368.0,0.8012563344594594,94360.408,15575.875,275.875
4020.5999999999476,0.8345271849972725,94375.56,15574.74,561.7399999999998
3671.20000000007,0.8285029418173772,96023.128,15575.68,501.6800000000003
2282.8000000000175,0.8568534256176574,96262.648,15575.045,301.0450000000001
1381.199999999808,0.8855343179844585,96573.11200000001,15575.38,183.3799999999992
779.7999999998428,0.6261541420878032,97587.096,15575.095,75.09499999999935
3838.6000000002095,0.8481738133694215,98039.784,15574.04,558.0400000000009
2634.200000000157,0.8743071900386804,98062.264,15574.78,380.78000000000065
3686.9999999998254,0.7896663954434785,98776.696,15575.3,487.2999999999993
4211.59999999986,0.8090274480007804,99254.28,15575.14,578.1399999999994
1871.4000000000524,0.8270278935556089,99392.952,15575.26,291.2600000000002
4315.799999999843,0.8101684508086793,100049.88,15576.345,563.3449999999993
4078.79999999993,0.812530646268521,100311.60800000001,15575.07,565.0699999999997
1257.1999999998952,0.8254255488387423,101072.888,15575.105,178.10499999999956
2539.3999999998778,0.8404839725919823,101338.216,15575.185,322.1849999999995
3250.199999999895,0.7514845240293087,101465.016,15576.855,387.85499999999956
1532.6000000002095,0.8124592196266925,101573.0,15575.915,201.91500000000087
2008.8000000001048,0.7469758064515837,102013.416,15576.145,236.14500000000044
2912.600000000035,0.8262978095172622,102039.176,15574.215,408.21500000000015
594.1999999999825,0.8056630764052689,102416.53600000001,15574.705,84.70499999999993
1279.399999999965,0.8177270595591856,103044.936,15575.16,193.15999999999985
883.6000000002095,0.753932775011183,103117.416,15574.915,118.91500000000087
1561.0,0.7920403587443946,103458.344,15574.875,224.875
3394.0000000000873,0.821044490276943,103726.696,15574.725,474.72500000000036
3297.199999999808,0.836156435763716,103748.68000000001,15575.755,397.7549999999992
2337.0000000001746,0.8169127086007232,104017.176,15574.825,302.8250000000007
4250.40000000014,0.7971779126670231,105481.224,15574.985,554.9850000000006
2559.800000000105,0.8031486834908725,105624.28,15575.02,327.02000000000044
3964.200000000157,0.8151329398112863,105913.56,15575.03,561.0300000000007
3377.200000000157,0.8164973942910995,106794.584,15574.655,430.65500000000065
4378.399999999965,0.8234629088251467,106994.68000000001,15574.41,614.4099999999999
3746.3999999998778,0.7957505872304277,107177.83200000001,15575.56,485.5599999999995
1532.199999999808,0.7325903928991677,107295.016,15575.255,169.2549999999992
3018.0000000000873,0.8011928429423282,107357.24,15575.6,410.60000000000036
546.2000000001572,1.014692420358605,107526.152,15574.405,120.40500000000065
4531.399999999965,0.7871353224169177,108231.208,15576.285,580.2849999999999
2891.3999999997905,0.7732672753683761,108760.056,15575.085,361.0849999999991
1104.7999999999302,0.9711259956553717,109977.60800000001,15574.82,204.8199999999997
3539.5999999998603,0.7909933325799764,109986.168,15575.64,478.6399999999994
1811.199999999808,0.7600485865724989,110649.192,15574.88,212.8799999999992
3729.199999999808,0.8103882870321033,111107.352,15573.38,485.3799999999992
1889.8000000000175,0.7830987406074662,111592.664,15574.42,267.4200000000001
2577.9999999998254,0.7574670287044606,111862.96800000001,15574.55,340.5499999999993
1140.399999999965,0.8346413539109283,112265.336,15574.285,150.28499999999985
578.1999999998079,0.6930560359738794,112582.216,15573.505,76.5049999999992
3979.3999999998778,0.8135837060863639,113262.44,15574.435,538.4349999999995
996.5999999999476,0.7252659040738794,114108.6,15575.24,154.23999999999978
1316.600000000035,0.8158704238189108,114195.128,15574.715,191.71500000000015
3489.4000000001397,0.7982962686994655,114522.296,15575.235,449.2350000000006
2437.800000000105,0.8129358437935575,116221.528,15574.395,316.39500000000044
1002.3999999997905,0.7598762968875897,116618.68000000001,15573.46,131.45999999999913
2823.20000000007,0.8372060073675102,117041.176,15573.68,413.6800000000003
1114.6000000002095,0.8510227884441602,117431.192,15574.79,178.79000000000087
2762.399999999965,0.7677924992759992,117929.24,15574.91,323.90999999999985
3905.0,0.7924455825864276,118026.504,15574.5,473.5
3954.199999999808,0.846056092256367,118261.912,15574.255,562.2549999999992
3771.4000000000524,0.8117211115235635,118557.928,15574.385,467.3850000000002
3644.5999999999476,0.8606362838171638,118707.08,15574.615,539.6149999999998
582.2000000000698,0.8390158021297741,118731.16,15574.055,97.05500000000029
416.5999999998603,0.9701752280367483,120517.848,15573.515,92.51499999999942
4021.9999999999127,0.8080246146196057,120651.848,15573.775,556.7749999999996
1247.8000000001048,0.8779652187850038,120745.32,15574.145,211.14500000000044
3899.5999999999476,0.8062173043389149,121083.784,15574.865,504.8649999999998
436.39999999987776,0.9299381301560283,121504.776,15574.685,74.68499999999949
1948.399999999965,0.8083940669267202,121509.992,15573.535,301.53499999999985
2685.9999999999127,0.7918838421444724,121520.68000000001,15574.4,346.39999999999964
765.8000000000175,0.7698158788195218,121877.208,15574.545,102.54500000000007
4224.000000000087,0.8286280776515019,121971.384,15574.225,556.2250000000004
2243.9999999999127,0.77127896613193,123274.44,15575.15,299.14999999999964
3922.199999999808,0.8355578501861518,123737.192,15574.005,544.0049999999992
2141.3999999998778,0.847377883627571,124290.216,15573.435,339.4349999999995
2133.800000000105,0.797415409129223,124353.736,15574.145,256.14500000000044
4090.199999999895,0.8112011637572895,125251.83200000001,15575.355,549.3549999999996
2838.5999999998603,0.7973737053477367,125429.016,15575.765,351.7649999999994
3867.800000000105,0.8456745436682174,126273.336,15575.02,587.0200000000004
2034.600000000035,0.8353853337265199,126440.344,15574.215,256.21500000000015
980.3999999997905,0.877524479804309,126626.776,15575.585,133.58499999999913
810.1999999998952,0.8330967662306439,128066.744,15575.355,118.35499999999956
1490.5999999999476,0.9042835099959999,128254.12000000001,15574.865,221.86499999999978
2259.4000000001397,0.7730813490306799,128448.936,15574.86,296.8600000000006
3895.9999999998254,0.8334188911704602,128520.696,15574.8,506.7999999999993
3456.800000000105,0.8369807336264556,129037.496,15574.895,458.89500000000044
1028.1999999998952,0.8469655709006702,130099.56,15574.73,155.72999999999956
3077.0,0.8010237244068898,131105.432,15574.75,419.75
1619.800000000192,0.7861464378317601,131560.50400000002,15575.12,195.1200000000008
2995.5999999999476,0.8843136600347298,132247.768,15575.49,404.4899999999998
595.3999999997905,0.7613789049380589,133933.256,15575.585,86.58499999999913
1130.7999999998428,0.7792270958614194,134266.056,15575.47,152.46999999999935
3771.9999999999127,0.8287049310710647,134480.376,15574.775,549.7749999999996
3295.9999999998254,0.8089729975728485,135337.72,15575.675,451.6749999999993
4185.1999999999825,0.7993285864474842,135370.92,15575.83,559.8299999999999
3959.4000000000524,0.8087904733040278,135382.50400000002,15575.385,550.3850000000002
1069.800000000192,0.7244578425873031,136040.44,15575.245,133.2450000000008
2833.79999999993,0.825005293245834,136158.07200000001,15574.82,380.8199999999997
1268.199999999808,0.8191531304211649,136895.08000000002,15575.13,172.1299999999992
3113.0000000001746,0.849381625441659,137136.168,15574.825,469.8250000000007
688.2000000000698,0.9711566405113997,137585.65600000002,15576.43,106.43000000000029
2689.6000000001222,0.8743121653777202,137656.536,15574.19,460.1900000000005
1196.600000000035,0.8142236336285961,138099.272,15574.34,165.34000000000015
3657.199999999808,0.8205662802144049,138255.832,15575.755,502.7549999999992
4123.800000000192,0.7979957805906889,139512.664,15575.995,547.9950000000008
1833.4000000000524,0.7952165375804342,140024.456,15576.51,268.5100000000002
1551.0000000001746,0.8463894261765861,140832.008,15574.95,232.95000000000073
1063.9999999999127,0.72462406015042,141230.472,15575.4,133.39999999999964
3654.0000000000873,0.8001505199780915,141239.496,15575.35,529.3500000000004
4463.000000000087,0.8483083127940718,141296.488,15575.6,647.6000000000004
619.1999999998079,0.6283914728683538,141358.424,15576.38,78.3799999999992
508.19999999998254,0.7400629673357136,141862.376,15575.58,81.57999999999993
2214.1999999999825,0.8082377382350333,141927.416,15575.08,281.0799999999999
3932.5999999999476,0.810958399023555,142671.688,15575.115,521.1149999999998
1786.7999999998428,0.7047655025744802,143011.896,15576.095,215.09499999999935
956.6000000001222,0.9342201547145188,143141.336,15575.815,161.8150000000005
4180.200000000157,0.813950289459811,143746.984,15575.655,573.6550000000007
1031.8000000001048,0.8037168055824147,144087.992,15574.895,155.89500000000044
2040.4000000001397,0.7829714761811002,144390.93600000002,15575.235,278.2350000000006
3578.0,0.8360816098378983,145583.64,15575.5,519.5
3073.199999999808,0.7641790316283062,148276.088,15575.255,421.2549999999992
4054.5999999998603,0.8145809697627602,148770.04,15575.64,573.6399999999994
2946.1999999999825,0.8442994365623554,149049.048,15574.455,436.4549999999999
3028.0000000000873,0.7930151915455572,149110.536,15575.85,379.85000000000036
4091.199999999895,0.7760803676183178,149480.184,15575.98,545.9799999999996
4334.799999999843,0.7913917597121194,150716.728,15575.345,579.3449999999993
1116.800000000192,0.7720943767907305,150854.872,15575.495,127.4950000000008
1316.800000000192,0.8494266403401222,151280.104,15574.745,222.7450000000008
3996.800000000105,0.774625950760593,151406.168,15575.645,517.6450000000004
2963.0000000000873,0.8525565305433486,151699.192,15575.225,361.22500000000036
1633.0,0.8304500918554807,151793.72,15575.625,230.625
1637.8000000001048,0.8430669190376916,152226.312,15575.395,294.39500000000044
714.5999999998603,0.8395256087322853,152246.28,15575.265,99.26499999999942
2776.4000000001397,0.8066020746289848,153334.856,15575.61,348.6100000000006
775.2000000001572,0.7533217234260979,153534.248,15576.155,108.15500000000065
573.3999999997905,0.8799703522848711,155462.07200000001,15575.835,82.83499999999913
880.1999999998952,0.8524767098387522,155588.36000000002,15577.23,143.22999999999956
3568.799999999843,0.852744620040379,155604.36000000002,15576.095,520.0949999999993
2604.0,0.8094278033794163,156553.192,15575.75,349.75
2443.6000000002095,0.7763340972335393,156872.184,15576.29,331.2900000000009
578.3999999999651,0.9784751037344875,158446.36000000002,15575.91,112.90999999999985
2878.0000000001746,0.8496785962473539,158782.84,15575.075,437.0750000000007
3237.399999999965,0.7947581392475509,158840.50400000002,15574.91,433.90999999999985
723.5999999998603,0.9266860143727242,158858.568,15575.39,129.38999999999942
3199.399999999965,0.8406498093392583,159021.32,15575.035,469.03499999999985
593.7999999999302,0.9189120916134239,159794.12,15575.57,97.56999999999971
2972.800000000105,0.7527078848223697,159932.6,15575.77,383.77000000000044
609.0,0.8877257799671593,161524.024,15575.125,111.125
1406.199999999808,0.8505013511592429,163606.6,15575.755,241.7549999999992
1852.3999999998778,0.8636498596415907,163721.992,15575.685,271.6849999999995
1142.3999999998778,0.8259585084034297,163731.32,15577.435,154.4349999999995
3543.1999999999825,0.8179329419733605,164863.08000000002,15575.58,485.5799999999999
2701.8000000000175,0.8215911614479195,165250.392,15574.795,404.7950000000001
4249.399999999878,0.8010425001176813,166299.208,15576.31,602.3099999999995
3076.399999999965,0.7948657521778771,166311.528,15576.785,348.78499999999985
4572.799999999843,0.8097937806158366,166540.184,15576.845,652.8449999999993
3816.399999999965,0.776438528456142,166599.064,15576.16,488.15999999999985
4864.1999999999825,0.795141030385266,166780.408,15576.705,637.7049999999999
3562.3999999998778,0.7933766561868612,166859.976,15576.185,493.1849999999995
2095.3999999997905,0.8110981196908136,166921.432,15576.835,297.8349999999991
3851.199999999808,0.8021136269215097,167245.528,15576.38,487.3799999999992
2964.5999999999476,0.847264386426511,167481.688,15576.24,452.2399999999998
4120.600000000122,0.8109377275153918,169104.04,15575.19,551.1900000000005
3357.5999999999476,0.829290266857289,169118.168,15574.365,434.3649999999998
3841.0,0.84174043217912,169404.056,15575.625,524.625
3650.3999999998778,0.8041447512601565,169748.888,15575.81,492.8099999999995
3842.6000000001222,0.8396788632696405,169986.6,15575.19,529.1900000000005
3667.800000000105,0.8135053710671069,170582.712,15575.395,507.39500000000044
508.60000000020955,0.7683837986627571,170838.76,15576.04,77.04000000000087
4203.999999999825,0.8039069933397021,171364.904,15575.925,554.9249999999993
4593.800000000105,0.7850853324045316,171546.984,15577.145,597.1450000000004
1347.1999999998952,0.79505641330171,172132.104,15575.98,213.97999999999956
4462.800000000105,0.8259164649995369,172452.248,15576.02,572.0200000000004
3068.1999999999825,0.7757724398670264,172552.168,15577.205,387.2049999999999
4187.79999999993,0.8065452027317549,172838.08800000002,15575.57,546.5699999999997
776.0000000001746,0.7508054123710073,173084.456,15576.325,96.32500000000073
1261.2000000000698,0.7605653346019347,173522.056,15575.805,155.8050000000003
3073.1999999999825,0.8543944422751567,174095.896,15573.705,427.7049999999999
5148.999999999825,0.8186298310351738,175059.048,15575.425,725.4249999999993
2738.800000000192,0.8416185920840785,175381.624,15575.245,377.2450000000008
1313.6000000001222,0.8724497563945769,175713.752,15575.69,203.6900000000005
3656.799999999843,0.7811542879020164,176341.144,15576.345,506.34499999999935
2216.0,0.8498420577617328,177437.704,15575.25,289.25
2540.3999999998778,0.8917198079043009,177540.296,15576.185,417.1849999999995
2995.0,0.7286310517529215,177772.552,15576.25,355.25
893.6000000001222,0.8062052372425295,178364.856,15575.565,106.56500000000051
3964.5999999999476,0.8294468546637829,179579.192,15575.365,519.3649999999998
612.0,0.7538807189542484,180423.128,15575.875,80.875
1142.6000000002095,0.7848765972342682,180785.304,15575.04,158.04000000000087
1112.0,0.8382419064748201,181215.88,15573.625,149.625
4002.4000000000524,0.8018813711772855,182158.344,15575.01,570.0100000000002
2905.0000000000873,0.8289586919104799,182355.928,15575.225,389.22500000000036
2269.79999999993,0.850140981584301,182624.36000000002,15574.57,320.5699999999997
1149.8000000000175,0.843211862932674,183025.096,15573.545,169.54500000000007
3444.5999999999476,0.8057684491668212,183472.04,15573.99,467.9899999999998
3867.3999999998778,0.7766393442623137,183655.32,15574.435,451.4349999999995
2379.4000000000524,0.7878877027822008,183770.08800000002,15573.26,281.2600000000002
4106.800000000192,0.8087562092139575,184439.272,15575.12,563.1200000000008
1063.7999999999302,0.7586247414927993,184616.152,15574.445,125.44499999999971
1330.5999999999476,0.919641515105996,185100.808,15574.615,221.61499999999978
1916.9999999998254,0.7915362545644786,187843.736,15575.675,217.67499999999927
635.1999999998079,1.035658060453657,188089.80000000002,15574.13,109.1299999999992
3468.5999999999476,0.8324107709162295,188192.36000000002,15575.74,423.7399999999998
3639.79999999993,0.7999134567833515,188452.93600000002,15575.945,458.9449999999997
807.4000000000524,0.9443274708941792,188683.736,15575.01,111.01000000000022
691.7999999999302,0.7206201214224303,188868.824,15574.945,82.94499999999971
2576.200000000157,0.8718655383898348,189264.296,15574.78,394.78000000000065
515.0000000000873,1.0266990291260714,189292.312,15574.35,92.35000000000036
4259.200000000157,0.8466319966190591,189388.28,15575.155,575.1550000000007
1304.0000000001746,0.8744248466256749,189420.712,15574.45,176.45000000000073
1190.3999999997905,0.7703923051076295,189695.608,15575.335,177.33499999999913
4509.400000000052,0.82049718366079,190311.256,15574.51,600.5100000000002
3399.199999999808,0.8282022240527545,190724.616,15575.005,499.0049999999992
3194.5999999998603,0.8083328116196352,190793.4,15575.14,419.1399999999994
3295.0000000000873,0.7565629742033233,192129.256,15575.975,421.97500000000036
1215.2000000000698,0.8436677090190537,192297.832,15574.805,169.8050000000003
2681.9999999999127,0.8167878448918923,192411.992,15575.525,381.52499999999964
4061.8000000000175,0.8056526663055762,192864.23200000002,15574.92,537.9200000000001
786.2000000000698,0.8202111422029456,195573.608,15574.93,118.93000000000029
941.2000000001572,0.9211379090521512,196715.048,15575.155,147.15500000000065
885.8000000000175,0.9865658162113187,197997.96,15575.42,159.42000000000007
1535.0000000001746,0.8175081433224038,198438.408,15575.575,219.57500000000073
